gene_id,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,GO,Uniprot,chr
YGR047C,TFC4,NC_001139.9,,586392,589469,-,transcription factor TFIIIC subunit TFC4,Transcription,"transcription by RNA polymerase III,transcription by RNA polymerase III,transcription by RNA polymerase III,5S class rRNA transcription by RNA polymerase III,transcription factor TFIIIC complex,transcription factor TFIIIC complex,transcription factor TFIIIC complex,transcription factor TFIIIC complex,RNA polymerase III type 1 promoter sequence-specific DNA binding,RNA polymerase III type 1 promoter sequence-specific DNA binding,nucleus,cytoplasm,nucleus,nucleus,transcription by RNA polymerase III,RNA polymerase III type 2 promoter sequence-specific DNA binding,DNA binding, bending,transcription by RNA polymerase III,DNA binding,transcription by RNA polymerase III,transcription factor TFIIIC complex",P33339,VII
YGR048W,UFD1,NC_001139.9,,589826,590911,+,polyubiquitin-binding protein UFD1,"Post-translational modification, protein turnover, and chaperones","protein localization to vacuole,mitochondria-associated ubiquitin-dependent protein catabolic process,polyubiquitin modification-dependent protein binding,ubiquitin binding,ubiquitin-dependent ERAD pathway,retrograde protein transport, ER to cytosol,retrograde protein transport, ER to cytosol,proteasome-mediated ubiquitin-dependent protein catabolic process,nonfunctional rRNA decay,cytoplasm protein quality control by the ubiquitin-proteasome system,ER-associated misfolded protein catabolic process,ER-associated misfolded protein catabolic process,positive regulation of protein localization to nucleus,positive regulation of protein localization to nucleus,ribosome-associated ubiquitin-dependent protein catabolic process,Doa10p ubiquitin ligase complex,Hrd1p ubiquitin ligase ERAD-L complex,Hrd1p ubiquitin ligase ERAD-L complex,nucleus,VCP-NPL4-UFD1 AAA ATPase complex,VCP-NPL4-UFD1 AAA ATPase complex,RQC complex,nucleus,cytosol,DNA replication termination,replisome,ubiquitin-dependent protein catabolic process,Doa10p ubiquitin ligase complex,response to stimulus,ER-associated misfolded protein catabolic process,ubiquitin-dependent ERAD pathway,VCP-NPL4-UFD1 AAA ATPase complex,polyubiquitin modification-dependent protein binding",P53044,VII
YGR049W,SCM4,NC_001139.9,,591314,591877,+,Scm4p,Function unknown,"biological_process,molecular_function,mitochondrion,mitochondrion,mitochondrion,mitochondrion,mitochondrial outer membrane,membrane,membrane,autophagy of mitochondrion,mitochondrion",P32564,VII
YGR050C,YGR050C,NC_001139.9,,592086,592442,-,uncharacterized protein,No COG annotation,"molecular_function,biological_process,cellular_component",P53231,VII
YGR052W,FMP48,NC_001139.9,,593596,594705,+,protein kinase FMP48,Signal transduction mechanisms,"protein kinase activity,protein kinase activity,ATP binding,protein phosphorylation,protein phosphorylation,protein kinase activity,protein phosphorylation,protein kinase activity,protein phosphorylation,mitochondrion,mitochondrion,nucleotide binding,protein serine/threonine kinase activity,ATP binding,kinase activity,transferase activity,phosphorylation,mitochondrion,protein serine/threonine kinase activity,mitochondrion,mitotic spindle pole body,nucleus,protein serine/threonine kinase activity,cytoplasm,chromosome segregation",P53233,VII
YGR053C,MCO32,NC_001139.9,,594986,595837,-,Mco32p,Function unknown,"molecular_function,biological_process,cellular_component",P53234,VII
YGR054W,YGR054W,NC_001139.9,,596693,598621,+,uncharacterized protein,"Translation, ribosomal structure and biogenesis",,P53235,VII
YGR055W,MUP1,NC_001139.9,,599417,601141,+,Mup1p,Amino acid transport and metabolism,"methionine import across plasma membrane,methionine import across plasma membrane,L-methionine secondary active transmembrane transporter activity,sulfur amino acid transport,plasma membrane,fungal-type vacuole,cell periphery,amino acid transport,membrane,membrane,transmembrane transporter activity,transmembrane transport,L-alpha-amino acid transmembrane transport,L-alpha-amino acid transmembrane transport,membrane,L-amino acid transmembrane transporter activity,amino acid transmembrane transport",P50276,VII
YGR056W,RSC1,NC_001139.9,,601661,604447,+,RSC subunit protein RSC1,Transcription,"chromatin binding,RSC-type complex,double-strand break repair via nonhomologous end joining,double-strand break repair,nucleosome disassembly,transcription elongation by RNA polymerase II,RSC-type complex,transcription by RNA polymerase II,RSC-type complex,chromatin remodeling,chromatin organization,sporulation resulting in formation of a cellular spore,nucleus,nucleus,ATP-dependent activity, acting on DNA,chromatin remodeling,chromatin remodeling,RSC-type complex,nucleus,chromatin binding,chromatin remodeling,transcription elongation by RNA polymerase II",P53236,VII
YGR057C,LST7,NC_001139.9,,604773,605501,-,Lst7p,Amino acid transport and metabolism,"GTPase activator activity,positive regulation of TORC1 signaling,cytoplasm,vacuolar membrane,FNIP-folliculin RagC/D GAP,cytosol,GTPase activator activity,GTPase activator activity,positive regulation of GTPase activity,cytosol,positive regulation of TORC1 signaling",P53237,VII
YGR058W,PEF1,NC_001139.9,,606136,607143,+,Pef1p,Signal transduction mechanisms,"calcium ion binding,regulation of COPII vesicle coating,regulation of COPII vesicle coating,regulation of COPII vesicle coating,cytosol,calcium ion binding,zinc ion binding,axial cellular bud site selection,bipolar cellular bud site selection,cellular bud neck,site of polarized growth,nucleus,nucleus,cytoplasm,metal ion binding,nucleus,nucleus,cytoplasm,cytoplasm,cellular bud tip,cellular bud neck",P53238,VII
YGR059W,SPR3,NC_001139.9,,607563,609101,+,septin SPR3,"Cell cycle control, cell division, chromosome partitioning","structural molecule activity,ascospore formation,ascospore wall,prospore membrane,septin complex,septin complex,GTP binding,GTP binding,cytosol,septin complex,nucleotide binding,GTP binding,sporulation resulting in formation of a cellular spore,prospore membrane,cellular bud neck,membrane,cell cycle,septin ring,microtubule cytoskeleton,GTPase activity,cytoskeleton-dependent cytokinesis,septin complex,molecular adaptor activity,cell division site",P41901,VII
YGR060W,ERG25,NC_001139.9,,610564,611493,+,methylsterol monooxygenase,Lipid transport and metabolism,"C-4 methylsterol oxidase activity,ergosterol biosynthetic process,endoplasmic reticulum membrane,plasma membrane,cellular lipid metabolic process,C-4 methylsterol oxidase activity,lipid metabolic process,steroid biosynthetic process,steroid metabolic process,sterol biosynthetic process,sterol biosynthetic process,endoplasmic reticulum,endoplasmic reticulum,endoplasmic reticulum membrane,membrane,iron ion binding,oxidoreductase activity,lipid biosynthetic process,C-4 methylsterol oxidase activity,ergosterol biosynthetic process,C-4 methylsterol oxidase activity,ergosterol biosynthetic process,oxidoreductase activity,C-4 methylsterol oxidase activity,ergosterol biosynthetic process",P53045,VII
YGR061C,ADE6,NC_001139.9,,611889,615965,-,phosphoribosylformylglycinamidine synthase,Nucleotide transport and metabolism,"phosphoribosylformylglycinamidine synthase activity,purine nucleotide biosynthetic process,nucleobase-containing small molecule metabolic process,purine-containing compound metabolic process,cytoplasm,nucleotide binding,phosphoribosylformylglycinamidine synthase activity,ATP binding,ligase activity,metal ion binding,purine nucleotide biosynthetic process,'de novo' IMP biosynthetic process,glutamine metabolic process,cytoplasm,cytoplasm,'de novo' IMP biosynthetic process,phosphoribosylformylglycinamidine synthase activity,purine nucleotide biosynthetic process,cytoplasm,phosphoribosylformylglycinamidine synthase activity",P38972,VII
YGR062C,COX18,NC_001139.9,,616328,617278,-,membrane insertase COX18,"Intracellular trafficking, secretion, and vesicular transport","mitochondrial inner membrane,membrane insertase activity,membrane insertase activity,membrane insertase activity,membrane insertase activity,membrane insertase activity,protein insertion into mitochondrial inner membrane from matrix,protein insertion into mitochondrial inner membrane from matrix,protein insertion into mitochondrial inner membrane from matrix,protein insertion into mitochondrial inner membrane from matrix,protein insertion into mitochondrial inner membrane from matrix,mitochondrion,mitochondrial inner membrane,mitochondrial inner membrane,membrane,membrane,protein insertion into mitochondrial inner membrane from matrix,membrane insertase activity,mitochondrial cytochrome c oxidase assembly",P53239,VII
YGR063C,SPT4,NC_001139.9,,617516,617824,-,transcription elongation factor SPT4,Transcription,"positive regulation of DNA-templated transcription, elongation,nucleus,chromatin organization,7-methylguanosine mRNA capping,intracellular mRNA localization,positive regulation of transcription elongation by RNA polymerase II,regulation of transcription-coupled nucleotide-excision repair,regulation of rRNA processing,negative regulation of transcription elongation by RNA polymerase I,positive regulation of transcription elongation by RNA polymerase I,single-stranded RNA binding,rDNA binding,RNA polymerase II complex binding,regulation of DNA-templated transcription,positive regulation of transcription elongation by RNA polymerase II,DSIF complex,protein-containing complex binding,heterochromatin formation,kinetochore,metal ion binding,mRNA processing,chromosome, centromeric region,chromosome, centromeric region,nucleus,nucleus,chromosome,zinc ion binding,regulation of DNA-templated transcription,negative regulation of autophagy,chromosome,zinc ion binding,DSIF complex,RNA polymerase II complex binding,chromatin organization,regulation of transcription elongation by RNA polymerase II",P32914,VII
YGR065C,VHT1,NC_001139.9,,618077,619858,-,Vht1p,Carbohydrate transport and metabolism,"transmembrane transporter activity,transmembrane transport,biotin transmembrane transporter activity,biotin transport,plasma membrane,cell periphery,symporter activity,plasma membrane,plasma membrane,membrane,transmembrane transporter activity",P53241,VII
YGR066C,GID10,NC_001139.9,,620921,621799,-,Gid10p,"Intracellular trafficking, secretion, and vesicular transport","molecular_function,protein catabolic process,response to starvation,GID complex,vacuole,response to osmotic stress,protein catabolic process in the vacuole,proteasome-mediated ubiquitin-dependent protein catabolic process,protein targeting to vacuole,GID complex,negative regulation of gluconeogenesis",P53242,VII
YGR067C,YGR067C,NC_001139.9,,622372,624786,-,uncharacterized protein,Function unknown,"biological_process,cellular_component,sequence-specific DNA binding,sequence-specific DNA binding,DNA binding,metal ion binding,nucleus,zinc ion binding,nucleus,RNA polymerase II cis-regulatory region sequence-specific DNA binding,regulation of transcription by RNA polymerase II,chromatin,DNA-binding transcription factor activity, RNA polymerase II-specific",P53243,VII
YGR068C,ART5,NC_001139.9,,625324,627084,-,Art5p,Function unknown,"ubiquitin protein ligase binding,ubiquitin-dependent endocytosis,cytosol,endocytosis,protein-macromolecule adaptor activity,cytosol,ubiquitin protein ligase binding,cytoplasm,ubiquitin-dependent endocytosis,plasma membrane",P53244,VII
YGR070W,ROM1,NC_001139.9,,627806,631273,+,Rho family guanine nucleotide exchange factor ROM1,Signal transduction mechanisms,"cytoplasm,guanyl-nucleotide exchange factor activity,small GTPase mediated signal transduction,guanyl-nucleotide exchange factor activity,cellular anatomical entity,guanyl-nucleotide exchange factor activity,guanyl-nucleotide exchange factor activity,intracellular signal transduction",P53046,VII
YGR071C,ENV11,NC_001139.9,,631481,634063,-,Env11p,RNA processing and modification,"DNA binding,vacuole,vacuole organization,nucleus,metal ion binding,nucleus,nucleus,zinc ion binding,vacuolar protein processing,regulation of transcription by RNA polymerase II,nucleus",P53246,VII
YGR072W,UPF3,NC_001139.9,,634304,635467,+,Upf3p,RNA processing and modification,"DNA recombination,protein ubiquitination,protein ubiquitination,nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay,nucleus,nucleolus,cytoplasm,polysome,mRNA binding,nucleus,nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,nucleic acid binding,nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,nucleus,nucleolus,cytoplasm,mRNA binding,positive regulation of translation,nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",P48412,VII
YGR074W,SMD1,NC_001139.9,,635712,636152,+,mRNA splicing protein SMD1,RNA processing and modification,"RNA processing,mRNA binding,mRNA splicing, via spliceosome,commitment complex,nucleus,U5 snRNP,U5 snRNP,U1 snRNP,U1 snRNP,cytosol,U4/U6 x U5 tri-snRNP complex,U4/U6 x U5 tri-snRNP complex,nitrogen compound metabolic process,macromolecule metabolic process,primary metabolic process,Sm-like protein family complex,ribonucleoprotein complex,RNA binding,mRNA processing,RNA splicing,nucleus,nucleus,cytoplasm,cytoplasm,U2-type prespliceosome,pICln-Sm protein complex,commitment complex,U4 snRNP,SMN-Sm protein complex,RNA binding,precatalytic spliceosome,spliceosomal tri-snRNP complex,U2 snRNP,U5 snRNP,U1 snRNP,catalytic step 2 spliceosome,spliceosomal snRNP assembly",Q02260,VII
YGR075C,PRP38,NC_001139.9,,636147,636875,-,U4/U6-U5 snRNP complex subunit PRP38,RNA processing and modification,"U4/U6 x U5 tri-snRNP complex,molecular_function,spliceosome conformational change to release U4 (or U4atac) and U1 (or U11),U4/U6 x U5 tri-snRNP complex,U4/U6 x U5 tri-snRNP complex,ribonucleoprotein complex,nucleus,mRNA processing,RNA splicing,nucleus,spliceosomal complex,precatalytic spliceosome",Q00723,VII
