locus_tag,gene_name,accession,start,end,strand,gene_product,COG,regulator,uniprot,kegg_maps,EC_number,aerobic_essential,anaerobic_essential,interpro_annotation,anaero_xylose_model_flux,anaero_glucose_model_flux,aero_xylose_model_flux,aero_glucose_model_flux,anaero_xylose_model_growth_perc_change,anaero_glucose_model_growth_perc_change,aero_xylose_model_growth_perc_change,aero_glucose_model_growth_perc_change,FIMO_regulators,LDI_early_glucose_fold_change,LDI_late_glucose_fold_change,LDI_early_xylose_fold_change,LDI_late_xylose_fold_change,no_LDI_early_glucose_fold_change,no_LDI_late_glucose_fold_change,no_LDI_early_xylose_fold_change,no_LDI_late_xylose_fold_change
ZMO1_ZMO0581,ZMO1_ZMO0581,CP023715.1,584104.0,585408.0,+,major facilitator superfamily transporter,Inorganic ion transport and metabolism,"['ZMO0373', 'ZMO0774', 'ZMO1412', 'ZMO1697']",Q5NQ00,map01501,,0.0,0.0,SignalP-TM,,,,,0.9999999999999876,1.0000000000000764,0.9999999999999778,0.9999999999999969,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.014495272631794,1.3168304388685597,0.8140781480629049,1.0,0.45977093152497317,0.4391075109739212,0.35785508036130004
ZMO1_ZMO0582,ZMO1_ZMO0582,CP023715.1,585429.0,586760.0,-,bifunctional folylpolyglutamate synthase/dihydrofolate synthase FolC,Coenzyme transport and metabolism,[],Q5NPZ9,map00790;map01100,"6.3.2.12,6.3.2.17",-2.55928915236515,-4.45956540347623,SignalP-TM;SignalP-noTM,,,,,1.0157791208883668e-11,1.0011724476669944e-11,0.0,1.6179190563100622e-14,[],1.0,0.8580057408480454,0.8288281986439983,0.9847443854963956,1.0,0.8834806453925386,0.9639368033678835,1.0558723721104692
ZMO1_ZMO0583,ZMO1_ZMO0583,CP023715.1,586789.0,587643.0,-,acetyl-CoA carboxylase beta subunit,Lipid transport and metabolism,[],Q5NPZ8,map00061;map00620;map00640;map00720;map01100;map01110;map01120;map01130;map01200;map01212,"2.1.3.15,6.4.1.2",0.0,0.0,SignalP-TM;SignalP-noTM,,,,,1.099348132935566e-15,1.4734038619085637e-15,1.8250041980086223e-15,2.2108259317706937e-16,[],1.0,0.8771865577904289,0.8166743445103897,0.8148975014143449,1.0,0.9047139215361362,0.8742665374439621,0.8388044920875566
ZMO1_ZMO0584,ZMO1_ZMO0584,CP023715.1,587640.0,588464.0,-,tryptophan synthase alpha subunit,Amino acid transport and metabolism,[],Q5NPZ7,map00260;map00400;map01100;map01110;map01130;map01230,4.2.1.20,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,0.9999999999999742,0.9999999999996119,0.9999999999999671,0.9999999999999821,[],1.0,0.9521727483676877,0.8833305223258898,0.8165450878304594,1.0,0.9313648533487604,0.8433921693940514,0.731492831437339
ZMO1_ZMO0585,ZMO1_ZMO0585,CP023715.1,588461.0,589687.0,-,tryptophan synthase beta subunit,Amino acid transport and metabolism,[],Q5NPZ6,map00260;map00400;map01100;map01110;map01130;map01230,4.2.1.20,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,0.9999999999999742,0.9999999999996119,0.9999999999999671,0.9999999999999821,[],1.0,1.0176722602895325,0.9475540295227988,0.7921028322979325,1.0,1.0271300889749726,0.9021851108961798,0.7811086337204094
ZMO1_ZMO0586,ZMO1_ZMO0586,CP023715.1,589684.0,590319.0,-,phosphoribosylanthranilate isomerase,Amino acid transport and metabolism,[],Q5NPZ5,map00400;map01100;map01110;map01130;map01230,5.3.1.24,0.0,0.0,SignalP-TM,,,,,4.736169921816004e-31,6.951062507607922e-15,1.4879895852627901e-15,1.6495293018857448e-16,[],1.0,0.8820356598250819,0.8805273578000272,1.1277318933109428,1.0,0.8747375645997638,0.8527970117974911,1.1567319279221555
ZMO1_ZMO0587,ZMO1_ZMO0587,CP023715.1,590432.0,591142.0,-,orotidine 5'-phosphate decarboxylase,Nucleotide transport and metabolism,[],Q5NPZ4,map00240;map01100,4.1.1.23,-2.75646876202302,-3.52747907943622,SignalP-TM;SignalP-noTM,,,,,0.0,0.0,0.0,0.0,['NikR_Helicobacter_pylori'],1.0,1.0513179189606676,0.9639169794932726,0.8567881637565671,1.0,1.129327892370329,0.9971787945222018,1.0567959171137018
ZMO1_ZMO0588,ZMO1_ZMO0588,CP023715.1,591156.0,591470.0,-,uncharacterized protein,Nucleotide transport and metabolism,"['ZMO0199', 'ZMO0940']",Q5NPZ3,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,2.66761140337557,4.7673672596376795,4.489145447441471,1.0,3.928744052795287,5.594985511718006,5.135782546083886
ZMO1_ZMO0589,ZMO1_ZMO0589,CP023715.1,591560.0,592927.0,+,DNA repair protein RadA,"Post-translational modification, protein turnover, and chaperones",[],Q5NPZ2,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.9558781258790763,0.8831787921770463,1.0058018142121434,1.0,0.96606286499473,1.01925969956953,1.160759532538046
ZMO1_ZMO0590,ZMO1_ZMO0590,CP023715.1,592927.0,593652.0,+,uncharacterized protein,Function unknown,"['ZMO0940', 'ZMO1787']",Q5NPZ1,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.5366624591778129,0.729466322996406,0.5855104332118454,1.0,0.2802742629370527,0.5548881796343316,0.5886477265174329
ZMO1_ZMO0591,ZMO1_ZMO0591,CP023715.1,593867.0,594316.0,+,NifU-like protein,Energy production and conversion,['ZMO1787'],Q5NPZ0,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['MogR_Listeria_monocytogenes'],1.0,0.7437372503916406,0.5844934255064648,0.5067136074948208,1.0,0.6507699850966153,0.6536533580371979,0.6579492056751618
ZMO1_ZMO0592,ZMO1_ZMO0592,CP023715.1,594346.0,594720.0,+,DUF423 domain-containing protein,Function unknown,[],Q5NPY9,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['MogR_Listeria_monocytogenes'],,,,,,,,
ZMO1_ZMO0593,ZMO1_ZMO0593,CP023715.1,594763.0,595902.0,-,3-dehydroquinate synthase,Amino acid transport and metabolism,[],Q5NPY8,map00400;map01100;map01110;map01130;map01230,4.2.3.4,-2.8303530490585,-4.03757379026957,SignalP-TM;SignalP-noTM,,,,,5.300896457539705e-15,4.779487100055861e-13,0.0,3.242295014668341e-15,['NikR_Helicobacter_pylori'],1.0,0.9226879013977312,0.888286416448417,0.8704823718918672,1.0,0.9188293171157559,0.8234980238929821,0.9784123863058705
ZMO1_ZMO0594,ZMO1_ZMO0594,CP023715.1,595899.0,596429.0,-,shikimate kinase,Nucleotide transport and metabolism,[],Q5NPY7,map00400;map01100;map01110;map01130;map01230,2.7.1.71,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,0.0,2.5042220964214003e-15,0.0,3.2015113621612805e-15,['NikR_Helicobacter_pylori'],1.0,1.0378571329895023,0.832903424322751,0.8316088426791689,1.0,1.0955173463310022,1.0088822532358535,1.1376840947181421
ZMO1_ZMO0595,ZMO1_ZMO0595,CP023715.1,596522.0,596659.0,+,hypothetical protein,No COG annotation,[],,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.8672849290444056,0.842548187251011,0.9853144555392487,1.0,0.918303983739358,0.48174085482505935,0.5066974659730208
ZMO1_ZMO0597,ZMO1_ZMO0597,CP023715.1,596748.0,598403.0,+,uncharacterized protein,No COG annotation,"['ZMO0023', 'ZMO0373', 'ZMO1061']",Q5NPY4,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,1.085074163726093,1.0707437112010745,1.260066684279288,1.0,1.1575580085615234,1.1906992486977779,1.372382379160813
ZMO1_ZMO0598,ZMO1_ZMO0598,CP023715.1,598445.0,599368.0,+,tyrosine recombinase XerD,"Replication, recombination and repair",[],Q5NPY3,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],1.0,0.9520871954748452,0.8965716247280755,1.1488890414162847,1.0,1.3799968374957032,1.1512514610588753,1.5952816171962974
ZMO1_ZMO0599,ZMO1_ZMO0599,CP023715.1,599379.0,600320.0,+,acetyl-CoA carboxyltransferase alpha subunit,Lipid transport and metabolism,[],Q5NPY2,map00061;map00620;map00640;map00720;map01100;map01110;map01120;map01130;map01200;map01212,"2.1.3.15,6.4.1.2",0.0,0.0,SignalP-TM,,,,,1.099348132935566e-15,1.4734038619085637e-15,1.8250041980086223e-15,2.2108259317706937e-16,[],1.0,0.8835425635637416,0.8522904439002663,0.7971816933927777,1.0,0.9417826615094016,0.8412362813126473,0.8534457481565454
ZMO1_ZMO0601,ZMO1_ZMO0601,CP023715.1,600581.0,603016.0,+,putative signal transduction histidine kinase,Signal transduction mechanisms,"['ZMO0050', 'ZMO0471', 'ZMO0940', 'ZMO1164', 'ZMO1336', 'ZMO1412', 'ZMO1412', 'ZMO1867', 'ZMO1944']",Q5NPY0,map02020;map04112,2.7.13.3,0.0,0.0,Insulin-like growth factor-binding protein (IGFBP) N-terminal domain signature.;SignalP-TM,,,,,,,,,[],1.0,1.1724332539919657,1.196182760635261,1.2746732532165215,1.0,1.0570658559446215,1.3613190376083293,1.358763510538993
ZMO1_ZMO0602,ZMO1_ZMO0602,CP023715.1,604070.0,605050.0,-,flagellar motor protein MotB,Cell motility,[],Q5NPX9,map02030;map02040,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],1.0,0.7421727336500222,0.7956884956939111,0.6499631401944624,1.0,0.7008769259819306,0.6927062151299644,0.5444011992657802
ZMO1_ZMO0603,ZMO1_ZMO0603,CP023715.1,605102.0,605965.0,-,flagellar motor protein MotA,Cell motility,[],Q5NPX8,map02020;map02030;map02040,,0.0,0.0,SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.7188566241875789,0.7579522555258119,0.8021326031085166,1.0,0.7610535545735427,0.6663375163822459,0.8982942808743596
ZMO1_ZMO0604,ZMO1_ZMO0604,CP023715.1,606168.0,607025.0,-,flagellin domain protein,Cell motility,[],Q5NPX7,map02040,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.5052268663584909,0.3867129533808916,0.3495093486294375,1.0,0.4366247248344319,0.3645489028951335,0.36264621710026995
ZMO1_ZMO0605,ZMO1_ZMO0605,CP023715.1,607040.0,608416.0,-,flagellar hook-associated protein FlgK,Cell motility,[],Q5NPX6,map02040,,0.0,0.0,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes']",1.0,0.5727211942705622,0.4402849556193159,0.45576377698089166,1.0,0.4737285976331195,0.4086894986515287,0.4573496329110393
ZMO1_ZMO0606,ZMO1_ZMO0606,CP023715.1,608577.0,608969.0,-,flagellar rod assembly protein/muramidase FlgJ,Cell wall/membrane/envelope biogenesis,"['ZMO0199', 'ZMO0373', 'ZMO1126']",Q5NPX5,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.8058386882603952,1.0243970880811826,0.4588196984809065,1.0,0.7702815624686951,0.8345600893657178,1.0013502681981332
ZMO1_ZMO0607,ZMO1_ZMO0607,CP023715.1,608966.0,610132.0,-,flagellar P-ring protein,Cell motility,[],Q9Z5T9,map02040,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.23608941247365786,0.12084801955890925,0.09142790928032454,1.0,0.2919309002638609,0.08340731455449271,0.10127041420649707
ZMO1_ZMO0608,ZMO1_ZMO0608,CP023715.1,610132.0,610818.0,-,flagellar L-ring protein,Cell motility,[],Q9Z5T8,map02040,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.2738448267277324,0.14771834692922606,0.1178799317110614,1.0,0.23421901736895542,0.13034102166250824,0.12920808356086697
ZMO1_ZMO0609,ZMO1_ZMO0609,CP023715.1,610820.0,611611.0,-,flagellar basal-body rod protein FlgG,Cell motility,[],H2VFL7,map02040,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.42488664243881263,0.519341562694601,1.1994200296553796,1.0,0.49064674401451613,0.8306804202845665,3.474851744822942
ZMO1_ZMO0610,ZMO1_ZMO0610,CP023715.1,611664.0,612413.0,-,flagellar basal-body rod protein FlgF,Cell motility,[],Q5NPX1,map02040,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.5917345944222632,0.709055490311671,0.5336074151410537,1.0,0.5521435366235719,0.569501635866796,0.7877424763346837
ZMO1_ZMO0611,ZMO1_ZMO0611,CP023715.1,612453.0,613688.0,-,flagellar hook protein FlgE,Cell motility,[],Q5NPX0,map02040,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.3744251722797712,0.2649865355514981,0.3515463732817352,1.0,0.267396207130303,0.25680682715674036,0.40427387647877516
ZMO1_ZMO0612,ZMO1_ZMO0612,CP023715.1,613729.0,614421.0,-,flagellar hook capping protein,Cell motility,[],Q5NPW9,map02040,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.6512590691290485,0.3670397887058333,0.666426996561673,1.0,0.5393866372387148,0.3818378923660785,0.9852356342365314
ZMO1_ZMO0613,ZMO1_ZMO0613,CP023715.1,614483.0,614887.0,-,flagellar basal-body rod protein FlgC,Cell motility,[],H2VFP7,map02040,,0.0,0.0,SignalP-TM,,,,,,,,,['MogR_Listeria_monocytogenes'],1.0,0.6875082457882536,0.7379719840206179,1.074209741342146,1.0,0.4864398832586799,0.8812811310679182,0.6151136373996073
ZMO1_ZMO0614,ZMO1_ZMO0614,CP023715.1,614896.0,615249.0,-,flagellar basal-body rod protein FlgB,Cell motility,[],H2VFS4,map02040,,0.0,0.0,SignalP-TM,,,,,,,,,['MogR_Listeria_monocytogenes'],,,,,,,,
ZMO1_ZMO0616,ZMO1_ZMO0616,CP023715.1,615462.0,616157.0,+,flagellar motor protein MotA,Cell motility,[],Q5NPW5,map02020;map02030;map02040,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,1.145512464002825,1.000930595563635,0.8919541224126617,1.0,0.6505676960075508,0.72553556883177,0.8987948083160082
ZMO1_ZMO0617,ZMO1_ZMO0617,CP023715.1,616163.0,616819.0,+,flagellar motor protein MotB,Cell motility,[],D2YW24,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['MogR_Listeria_monocytogenes'],1.0,0.758775107940404,0.6577023004142294,0.6382253395389113,1.0,0.6241397945069524,0.6491272689514442,0.6959469270491087
ZMO1_ZMO0619,ZMO1_ZMO0619,CP023715.1,617385.0,617951.0,+,flagella basal body P-ring formation protein FlgA,Cell motility,[],H2VFS8,map02040,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['MogR_Listeria_monocytogenes'],1.0,0.9507677677855864,0.6134657834627495,0.1725924254910293,1.0,0.8011659651731005,0.4871519347654738,0.07123297462741603
ZMO1_ZMO0621,ZMO1_ZMO0621,CP023715.1,618043.0,618477.0,+,flagellar biosynthesis anti-sigma factor FlgM,Function unknown,[],Q5NPW0,,,-2.64003600022802,-2.86061319240412,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,0.7433413760243972,0.5743923882662818,0.4810985223876762,1.0,0.7265253640824592,0.5500316027351866,0.4741788049424538
ZMO1_ZMO0622,ZMO1_ZMO0622,CP023715.1,618470.0,618787.0,+,uncharacterized protein,No COG annotation,['ZMO0373'],,,,0.0,0.0,SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],,,,,,,,
ZMO1_ZMO0624,ZMO1_ZMO0624,CP023715.1,619201.0,621324.0,+,flagellar biosynthesis protein FlhA,Cell motility,[],Q3V8G4,map02040,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['Cap37_Clostridium_acetobutylicum', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'sigma45_Escherichia_coli']",1.0,0.5709655311998895,0.3479766493512273,0.44859339658502523,1.0,0.41056162505657073,0.29972856341964893,0.34299500702180546
ZMO1_ZMO0625,ZMO1_ZMO0625,CP023715.1,621325.0,622146.0,+,MinD-like ATPase FlhG,"Cell cycle control, cell division, chromosome partitioning",[],H2VFM8,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.6142768076742802,0.5710256544683343,0.6881088634948671,1.0,0.6723291594691865,0.6550502885425563,0.8254862611738167
ZMO1_ZMO0626,ZMO1_ZMO0626,CP023715.1,622136.0,622879.0,+,RNA polymerase sigma 28 subunit FliA/WhiG,Transcription,[],Q5NPV6,map02020;map02025;map02026;map02040;map05111,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.8024650194532102,0.660655994864909,0.7681901139216255,1.0,0.7423669361767102,0.6923102391436671,0.8426356544830185
ZMO1_ZMO0627,ZMO1_ZMO0627,CP023715.1,623012.0,623698.0,+,GT2 family glycosyltransferase,Defense mechanisms,"['ZMO0023', 'ZMO0373', 'ZMO0940', 'ZMO1126', 'ZMO1206', 'ZMO1336', 'ZMO1412', 'ZMO1793', 'ZMO1857']",H2VFR0,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['Cap37_Clostridium_acetobutylicum', 'CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,0.7482660402063286,0.6779527695833322,0.6025673405756004,1.0,0.7302321221628069,0.5782749898613098,0.5798064478196524
ZMO1_ZMO0628,ZMO1_ZMO0628,CP023715.1,623757.0,624383.0,+,glycosyl transferase family 2,Defense mechanisms,"['ZMO0373', 'ZMO1787', 'ZMO1857']",H2VFR2,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,"['Cap37_Clostridium_acetobutylicum', 'CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,0.5463187455332389,0.4560073227724294,0.4400651421914703,1.0,0.4639838624753839,0.43717122588747576,0.3868957477291057
ZMO1_ZMO0629,ZMO1_ZMO0629,CP023715.1,624474.0,625310.0,-,flagellin domain-containing protein,Cell motility,[],Q5NPV3,map02020;map02040;map04621;map04626;map05132;map05134,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.47524885908555725,0.367796089257036,0.1915966076648644,1.0,0.45032710777701285,0.3147201242158953,0.24771763293600485
ZMO1_ZMO0631,ZMO1_ZMO0631,CP023715.1,626012.0,627337.0,+,Fis family sigma54-specific transcriptional regulator,Transcription,"['ZMO1061', 'ZMO1126', 'ZMO1697', 'ZMO1787', 'ZMO1787']",Q5NPV1,map02020;map05111,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",,,,,,,,
ZMO1_ZMO0632,ZMO1_ZMO0632,CP023715.1,627411.0,627785.0,+,flagellar hook-basal body complex subunit FliE,Cell motility,[],D2YW31,map02040,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['CosR_Campylobacter_jejuni'],,,,,,,,
ZMO1_ZMO0634,ZMO1_ZMO0634,CP023715.1,627789.0,629648.0,+,flagellar M-ring protein FliF,Cell motility,[],Q5NPU8,map02040,,0.0,0.0,SignalP-TM,,,,,,,,,['CosR_Campylobacter_jejuni'],1.0,0.4329060807221975,0.6873499929636664,0.509068172267272,1.0,0.531057928784481,0.4955948756786755,0.4690078485881172
ZMO1_ZMO0635,ZMO1_ZMO0635,CP023715.1,629641.0,630675.0,+,flagellar motor switch protein FliG,Cell motility,[],Q5NPU7,map02030;map02040,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.4694204105943931,0.45857709063345853,0.5267720872059919,1.0,0.5166732501952266,0.5938134338976616,0.5759450959962087
ZMO1_ZMO0636,ZMO1_ZMO0636,CP023715.1,630668.0,631429.0,+,negative regulator of FliI ATPase,Cell motility,[],Q3V8G3,map02040,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],1.0,0.36592073584862056,0.2284635181418314,0.23145164940870952,1.0,0.2663843364010409,0.25860722918306495,0.27815081823878574
ZMO1_ZMO0637,ZMO1_ZMO0637,CP023715.1,631426.0,632757.0,+,flagellum-specific ATP synthase FliI,Cell motility,[],Q5NPU6,map02040,3.6.3.14,0.0,0.0,,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.456118206960809,0.4016810622629406,0.39371181704921726,1.0,0.3638679647623769,0.3188418833945735,0.40708786594121465
ZMO1_ZMO0638,ZMO1_ZMO0638,CP023715.1,632754.0,633179.0,+,hypothetical protein,No COG annotation,['ZMO1787'],Q5NPU5,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['PhoP_Salmonella_enterica'],,,,,,,,
ZMO1_ZMO0642,ZMO1_ZMO0642,CP023715.1,635591.0,636160.0,+,flagellar basal body-associated protein FliL,Cell motility,[],Q5NPU1,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.4085340005524994,0.3525364315067244,0.33054919736058475,1.0,0.8406263066554017,0.6015980999804236,0.5965983907774942
ZMO1_ZMO0643,ZMO1_ZMO0643,CP023715.1,636157.0,637155.0,+,flagellar motor switch protein FliM,Cell motility,[],Q5NPU0,map02030;map02040,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,1.020847901371462,0.9865496846722368,1.1122856679265916,1.0,1.0570210903098731,1.1272730489286957,1.2836336693020198
ZMO1_ZMO0644,ZMO1_ZMO0644,CP023715.1,637152.0,637463.0,+,flagellar motor switch protein FliN,Cell motility,[],Q5NPT9,map02030;map02040,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.994634308153792,0.9680872358870126,0.983063868130635,1.0,0.9349786011694453,0.8445102804733345,1.0927166570870268
ZMO1_ZMO0646,ZMO1_ZMO0646,CP023715.1,637469.0,637780.0,+,flagellar biosynthetic protein FliO,Cell motility,[],Q5NPT7,map02040,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],,,,,,,,
ZMO1_ZMO0647,ZMO1_ZMO0647,CP023715.1,637785.0,638735.0,+,flagellar biosynthesis protein FliP,Cell motility,[],Q5NPT6,map02040,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,0.9763101895266196,0.8079130215835544,0.9287959819431768,1.0,0.8832350835433453,1.116044055774303,1.0455458251515348
ZMO1_ZMO0648,ZMO1_ZMO0648,CP023715.1,638732.0,639007.0,+,flagellar biosynthesis protein FliQ,Cell motility,[],Q3V8G2,map02040,,0.0,0.0,SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],,,,,,,,
ZMO1_ZMO0649,ZMO1_ZMO0649,CP023715.1,639021.0,639818.0,+,flagellar biosynthesis protein FliR,Cell motility,[],Q3V8G1,map02040,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],,,,,,,,
ZMO1_ZMO0650,ZMO1_ZMO0650,CP023715.1,639808.0,640950.0,+,flagellar biosynthesis protein FlhB,Cell motility,[],Q3V8G0,map02040,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.5479884746437533,0.5731148040372509,0.5614327944786092,1.0,0.9721176137456999,0.9401171723745656,0.9350669917168908
ZMO1_ZMO0651,ZMO1_ZMO0651,CP023715.1,641052.0,642746.0,+,flagellar hook protein FliD,Cell motility,[],Q5NPT5,map02040,,0.0,0.0,Post-SET domain profile.;SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.7065192029424734,0.5562897441408547,0.7268311534326475,1.0,0.6829383184954242,0.6491878061141955,0.9078786056994091
ZMO1_ZMO0652,ZMO1_ZMO0652,CP023715.1,642787.0,643176.0,+,flagellar biosynthesis protein FliS,Cell motility,[],Q5NPT4,map02040,,0.0,0.0,SignalP-TM,,,,,,,,,['CosR_Campylobacter_jejuni'],1.0,1.0265059082753996,0.6954113178328507,0.6431096118372203,1.0,1.0267948387179144,0.7581258480905871,0.6096894333973502
ZMO1_ZMO0653,ZMO1_ZMO0653,CP023715.1,643269.0,644327.0,-,AI-2E family transporter,Function unknown,"['ZMO0940', 'ZMO1121', 'ZMO1412', 'ZMO1793']",Q5NPT3,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,0.7732289809824355,0.8064579647596893,1.0314245562502449,1.0,0.9073940560542706,0.8726679915218959,1.2055571458870384
