,gene_name,accession,start,end,strand,gene_product,COG,regulator,uniprot,kegg_maps,EC_number,aerobic_essential,anaerobic_essential,interpro_annotation,anaero_xylose_model_flux,anaero_glucose_model_flux,aero_xylose_model_flux,aero_glucose_model_flux,anaero_xylose_model_growth_perc_change,anaero_glucose_model_growth_perc_change,aero_xylose_model_growth_perc_change,aero_glucose_model_growth_perc_change,FIMO_regulators,LDI_early_glucose_fold_change,LDI_late_glucose_fold_change,LDI_early_xylose_fold_change,LDI_late_xylose_fold_change,no_LDI_early_glucose_fold_change,no_LDI_late_glucose_fold_change,no_LDI_early_xylose_fold_change,no_LDI_late_xylose_fold_change,iMs
ZMO1_ZMO0732,ZMO1_ZMO0732,CP023715.1,732118.0,736293.0,+,DNA-directed RNA polymerase beta' subunit,Transcription,,Q5NPK4,map00230;map00240;map01100;map03020,2.7.7.6,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.782994527,0.787268889,0.849224613,1.0,0.740943558,0.771935655,0.832195485,['noise_5']
ZMO1_ZMO0733,ZMO1_ZMO0733,CP023715.1,736422.0,736892.0,-,GCN5-related N-acetyltransferase,Transcription,"ZMO0100,ZMO0373",Q5NPK3,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",,,,,,,,,"['unknown_7', 'unknown_8']"
ZMO1_ZMO0734,ZMO1_ZMO0734,CP023715.1,737090.0,737908.0,+,3'(2')%2C5'-bisphosphate nucleotidase CysQ,Inorganic ion transport and metabolism,,Q5NPK2,map00920;map01100;map01120;map01130,3.1.3.7,0.0,0.0,Insulin-like growth factor-binding protein (IGFBP) N-terminal domain signature.;SignalP-TM;SignalP-noTM,,,,,2.34e-15,1.12e-17,2.42e-15,1.84e-18,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.294213128,1.158238745,1.045328886,1.0,1.336072304,1.152912118,1.056010743,
ZMO1_ZMO0735,ZMO1_ZMO0735,CP023715.1,737968.0,739326.0,-,acetyl-CoA carboxylase complex biotin carboxylase subunit,Lipid transport and metabolism,,,map00061;map00620;map00640;map00720;map01100;map01110;map01120;map01130;map01200;map01212,"6.3.4.14,6.4.1.2",0.0,0.0,SignalP-TM;SignalP-noTM,,,,,1.1e-15,1.47e-15,1.83e-15,2.21e-16,[],1.0,0.831231251,0.809757876,0.914422116,1.0,0.810737754,0.864127218,0.965666027,
ZMO1_ZMO0736,ZMO1_ZMO0736,CP023715.1,739331.0,739813.0,-,acetyl-CoA carboxylase complex biotin carboxyl carrier protein,Lipid transport and metabolism,,Q5NPK0,map00061;map00620;map00640;map00720;map01100;map01110;map01120;map01130;map01200;map01212,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,1.1e-15,1.47e-15,1.83e-15,2.21e-16,[],1.0,0.923299044,0.963588241,0.830928794,1.0,1.102544806,1.110246236,1.021626551,
ZMO1_ZMO0737,ZMO1_ZMO0737,CP023715.1,739909.0,740349.0,-,type II 3-dehydroquinate dehydratase,Amino acid transport and metabolism,,Q5NPJ9,map00400;map01100;map01110;map01130;map01230,4.2.1.10,-2.529790402,-3.023699459,SignalP-TM;SignalP-noTM,,,,,3.73e-15,9.87e-15,0.0,0.0,[],1.0,0.249861603,0.234244613,0.382833053,1.0,0.446936583,0.316369066,0.506572313,
ZMO1_ZMO0738,ZMO1_ZMO0738,CP023715.1,740428.0,741423.0,+,thiazole biosynthesis protein ThiG,Coenzyme transport and metabolism,,Q5NPJ8,map00730;map01100,2.8.1.10,0.0,0.0,SignalP-TM,,,,,1.0,1.0,1.0,1.0,[],1.0,1.081645299,0.941433336,0.80608505,1.0,0.976324176,0.901807703,0.780389124,
ZMO1_ZMO0739,ZMO1_ZMO0739,CP023715.1,741490.0,741786.0,-,antibiotic biosynthesis monooxygenase,Function unknown,"ZMO0478,ZMO1206,ZMO1787",Q5NPJ7,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,1.290836498,1.217649567,1.108432809,1.0,1.514872537,1.247332623,1.264908035,
ZMO1_ZMO0740,ZMO1_ZMO0740,CP023715.1,742007.0,742279.0,+,general stress protein CsbD,Function unknown,,Q5NPJ6,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,1.52631257,1.45784539,1.039875313,1.0,1.522941971,1.384667977,1.007909209,['ethanol_fermentation']
ZMO1_ZMO0743,ZMO1_ZMO0743,CP023715.1,742611.0,744200.0,+,peptide chain release factor 3,"Translation, ribosomal structure and biogenesis",,Q5NPJ3,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,0.832550693,0.769494677,0.899581948,1.0,0.790097405,0.80700789,0.939070844,
ZMO1_ZMO0744,ZMO1_ZMO0744,CP023715.1,744359.0,745159.0,+,uncharacterized protein,Function unknown,"ZMO1412,ZMO1697",Q5NPJ2,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['PapR2_Streptomyces_pristinaespiralis'],1.0,1.284928126,0.967673684,0.973306541,1.0,1.435142301,0.903056316,0.949903733,
ZMO1_ZMO0745,ZMO1_ZMO0745,CP023715.1,745277.0,745750.0,+,DUF1348 domain-containing protein,Function unknown,"ZMO0373,ZMO1787",Q5NPJ1,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],,,,,,,,,
ZMO1_ZMO0746,ZMO1_ZMO0746,CP023715.1,746371.0,746904.0,+,DUF1058/SH3 domain-containing protein,Function unknown,,Q5NPJ0,,,-1.96997948,0.0,SignalP-TM,,,,,,,,,[],1.0,0.868657202,0.715490997,0.267866697,1.0,0.745202354,0.611449409,0.256847198,
ZMO1_ZMO0747,ZMO1_ZMO0747,CP023715.1,747008.0,747427.0,+,uncharacterized protein,No COG annotation,"ZMO0023,ZMO0199,ZMO0940,ZMO1336,ZMO1356,ZMO1412,ZMO1787",Q5NPI9,,,0.0,0.0,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.511798356,0.360372516,0.189997707,1.0,0.320985934,0.262057743,0.062918963,
ZMO1_ZMO0748,ZMO1_ZMO0748,CP023715.1,747470.0,748393.0,-,cysteine synthase,Amino acid transport and metabolism,,Q5NPI8,map00270;map00920;map01100;map01110;map01120;map01130;map01200;map01230,2.5.1.47,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,1.02e-15,1.52e-14,2.71e-16,2.21e-16,[],1.0,0.914901525,0.958840749,0.84975546,1.0,0.985130264,0.950804617,0.859855283,['noise_5']
ZMO1_ZMO0749,ZMO1_ZMO0749,CP023715.1,748603.0,749511.0,-,RNA polymerase sigma 32 subunit RpoH,Transcription,,P50512,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.014088357,1.269586905,1.323972152,1.0,0.952472573,1.10822467,1.216842197,
ZMO1_ZMO0750,ZMO1_ZMO0750,CP023715.1,749564.0,750517.0,-,23S rRNA pseudouridine synthase D RluD,"Translation, ribosomal structure and biogenesis",,P50513,,5.4.99.23,-1.046094195,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,1.064143683,0.975356353,1.179689712,1.0,1.060501763,1.076610185,1.266690133,"['noise_5', 'unknown_8']"
ZMO1_ZMO0751,ZMO1_ZMO0751,CP023715.1,750574.0,751017.0,+,Mov34/MPN/PAD-1 family protein,"Replication, recombination and repair","ZMO0199,ZMO1206",,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.935909577,0.140741361,0.232133743,1.0,0.672828769,0.424659353,5.407622726,
ZMO1_ZMO0752,ZMO1_ZMO0752,CP023715.1,751135.0,751761.0,+,histidine phosphotransferase,Function unknown,"ZMO1206,ZMO1412,ZMO1793",Q5NPI4,map02020;map04112,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,1.133719229,1.081256789,1.166329725,1.0,1.127096115,0.93341739,1.452198871,
ZMO1_ZMO0753,ZMO1_ZMO0753,CP023715.1,751933.0,752187.0,+,glutaredoxin 3,"Post-translational modification, protein turnover, and chaperones","ZMO1787,ZMO1793,ZMO1857",Q5NPI3,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,1.0,1.0,1.0,1.0,['NikR_Helicobacter_pylori'],1.0,1.381989618,1.415104981,1.364166628,1.0,1.400002577,1.240113943,1.112139037,['oxidation_response']
ZMO1_ZMO0754,ZMO1_ZMO0754,CP023715.1,752225.0,752527.0,+,sterol-binding domain protein,Lipid transport and metabolism,"ZMO0373,ZMO1787",Q5NPI2,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.992712446,0.811862757,0.978154389,1.0,0.955159769,0.822902983,0.834346187,['oxidation_response']
ZMO1_ZMO0756,ZMO1_ZMO0756,CP023715.1,752602.0,754023.0,-,TPR repeat-containing protein,No COG annotation,"ZMO0023,ZMO1061,ZMO1787",,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.831062314,0.714718915,0.677109089,1.0,0.764925722,0.67089232,0.674988878,
ZMO1_ZMO0757,ZMO1_ZMO0757,CP023715.1,754134.0,755258.0,-,TPR repeat-containing protein,Function unknown,,Q5NPH9,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,0.977873459,0.866872417,0.843846007,1.0,0.909594453,0.837162621,0.818879515,
ZMO1_ZMO0758,ZMO1_ZMO0758,CP023715.1,755248.0,755898.0,-,isochorismatase hydrolase,"Secondary metabolites biosynthesis, transport, and catabolism",,Q5NPH8,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,1.0,1.0,1.0,1.0,[],1.0,1.578667267,1.667949306,1.377859821,1.0,1.09670944,0.976826393,1.049523521,
ZMO1_ZMO0759,gloB,CP023715.1,755936.0,756661.0,-,hydroxyacylglutathione hydrolase,Function unknown,,Q5NPH7,map00620,3.1.2.6,0.0,0.0,SignalP-TM,,,,,1.0,1.0,1.0,1.0,['MogR_Listeria_monocytogenes'],1.0,1.16862673,1.160611616,1.042610627,1.0,1.007911274,0.950736276,0.86231919,
ZMO1_ZMO0760,ZMO1_ZMO0760,CP023715.1,756702.0,757115.0,-,glyoxalase/bleomycin resistance protein/dioxygenase,Amino acid transport and metabolism,,Q5NPH6,map00620,4.4.1.5,0.0,0.0,SignalP-TM,,,,,1.0,1.0,1.0,1.0,['MogR_Listeria_monocytogenes'],1.0,1.373731748,1.484794682,1.295504684,1.0,1.227627512,1.237184522,1.098658913,
ZMO1_ZMO0763,ZMO1_ZMO0763,CP023715.1,757318.0,758343.0,-,tetratricopeptide domain protein,Function unknown,,Q5NPH3,,,-1.203055631,-1.519468533,SignalP-TM,,,,,,,,,[],1.0,0.929671333,0.712079952,0.332005782,1.0,0.954169856,0.811817151,0.385547912,['noise_5']
ZMO1_ZMO0764,ZMO1_ZMO0764,CP023715.1,758369.0,759112.0,-,alpha/beta hydrolase fold protein,Function unknown,ZMO1787,Q5NPH2,,,0.0,0.0,SignalP-TM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,1.084995134,1.082264955,0.926166724,1.0,0.970472827,0.859404653,0.804953371,
ZMO1_ZMO0765,ZMO1_ZMO0765,CP023715.1,759376.0,761355.0,+,threonyl-tRNA synthetase,"Translation, ribosomal structure and biogenesis",,Q5NPH1,map00970,6.1.1.3,0.0,0.0,SignalP-TM,,,,,9.46e-30,0.0,0.0,0.0,['NikR_Helicobacter_pylori'],1.0,0.923198595,0.87680985,1.040698153,1.0,0.910424807,0.862119561,1.118801226,
ZMO1_ZMO0766,ZMO1_ZMO0766,CP023715.1,761369.0,764149.0,+,bifunctional uridylyltransferase/uridylyl-removing protein GlnD,"Post-translational modification, protein turnover, and chaperones",,Q5NPH0,map02020,2.7.7.59,0.0,0.0,Anaphylatoxin domain signature.;SignalP-TM,,,,,,,,,[],1.0,1.045772594,1.127557754,1.372134633,1.0,1.041037466,1.202919153,1.439099421,
ZMO1_ZMO0767,ZMO1_ZMO0767,CP023715.1,764454.0,766562.0,+,uncharacterized protein,Cell motility,"ZMO0199,ZMO0373",Q5NPG9,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.612428373,0.516247896,0.555748815,1.0,0.42448232,0.36534019,0.419041087,['low_pH_response']
ZMO1_ZMO0768,ZMO1_ZMO0768,CP023715.1,766588.0,766839.0,-,hypothetical protein,No COG annotation,,,,,0.0,0.0,SignalP-TM,,,,,,,,,[],,,,,,,,,
ZMO1_ZMO0769,ZMO1_ZMO0769,CP023715.1,766956.0,768068.0,+,tRNA 2-thiouridine(34) synthase MnmA,"Translation, ribosomal structure and biogenesis",,Q5NPG7,map04122,2.8.1.13,-5.514161641,-2.889346978,SignalP-TM;SignalP-noTM,,,,,,,,,['NikR_Helicobacter_pylori'],1.0,0.820621509,0.790923751,0.886449553,1.0,0.776396254,0.812551546,0.928693497,
ZMO1_ZMO0770,ZMO1_ZMO0770,CP023715.1,768151.0,769626.0,-,magnesium transporter,Inorganic ion transport and metabolism,,Q5NPG6,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,2.2800000000000002e-29,2.1900000000000002e-29,0.0,0.0,[],1.0,0.748017307,0.738667645,0.773965551,1.0,0.650635354,0.728295083,0.813067204,
ZMO1_ZMO0773,ZMO1_ZMO0773,CP023715.1,769839.0,770306.0,+,peptidyl-prolyl cis-trans isomerase cyclophilin type,"Post-translational modification, protein turnover, and chaperones",,Q5NPG3,,5.2.1.8,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,1.090674231,0.949605703,1.015793629,1.0,0.950307805,0.846570955,0.993227672,['glycolysis_and_ATP_synthase']
ZMO1_ZMO0774,ZMO1_ZMO0774,CP023715.1,770317.0,771216.0,-,LysR family transcriptional regulator,Transcription,"ZMO0373,ZMO0774,ZMO0940,ZMO1336,ZMO1857",Q5NPG2,map02026,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.016049063,1.206178174,1.273558311,1.0,1.050333524,1.034981432,1.124280958,
ZMO1_ZMO0776,ZMO1_ZMO0776,CP023715.1,771745.0,772371.0,+,phospholipid N-methyltransferase PmtA,Lipid transport and metabolism,,Q5NPG0,,,0.0,0.0,SignalP-TM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,0.856101607,0.822847246,0.885957368,1.0,0.826708321,0.797129594,0.846684344,
ZMO1_ZMO0777,ZMO1_ZMO0777,CP023715.1,772401.0,773084.0,-,MBL fold metallo-hydrolase,Function unknown,"ZMO0023,ZMO0373,ZMO0940",Q5NPF9,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,1.269941113,1.41632113,1.385704385,1.0,1.076574842,0.957180911,0.919994771,
ZMO1_ZMO0778,ZMO1_ZMO0778,CP023715.1,773352.0,776603.0,+,inner membrane transporter of efflux system,Defense mechanisms,ZMO1787,Q5NPF8,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'NikR_Helicobacter_pylori']",1.0,0.972416512,1.058839451,1.205287629,1.0,0.798325481,0.892518734,1.037216292,
ZMO1_ZMO0779,ZMO1_ZMO0779,CP023715.1,776596.0,777813.0,+,RND efflux pump membrane fusion protein,Cell wall/membrane/envelope biogenesis,,Q5NPF7,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.069635652,1.191745925,1.294653714,1.0,0.8803876,0.91766493,1.001080284,
ZMO1_ZMO0780,ZMO1_ZMO0780,CP023715.1,777803.0,779293.0,+,AcrB-like multidrug efflux transporter,Cell wall/membrane/envelope biogenesis,"ZMO0373,ZMO0373,ZMO0940,ZMO1857",Q5NPF6,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;Integrins beta chain EGF (I-EGF) domain signature.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,[],1.0,0.891429826,0.924985264,0.964182066,1.0,0.778438364,0.782734911,0.762215389,
ZMO1_ZMO0781,ZMO1_ZMO0781,CP023715.1,779482.0,780429.0,+,LysR family transcriptional regulator,Transcription,,Q5NPF5,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.906671604,0.947854253,1.102203048,1.0,0.988128843,1.033081624,1.163173424,
ZMO1_ZMO0782,ZMO1_ZMO0782,CP023715.1,780505.0,782040.0,-,glutamyl-tRNA(Gln) amidotransferase B subunit,"Translation, ribosomal structure and biogenesis",,Q5NPF4,map00970;map01100,"6.3.5.6,6.3.5.7",0.0,0.0,SignalP-TM,,,,,0.0,0.0,0.0,0.0,[],1.0,1.035981133,0.96672088,0.849094601,1.0,0.949657366,0.857164508,0.749493664,
ZMO1_ZMO0783,ZMO1_ZMO0783,CP023715.1,781979.0,783457.0,-,glutamyl-tRNA(Gln) amidotransferase A subunit,"Translation, ribosomal structure and biogenesis",,Q5NPF3,map00970;map01100,"6.3.5.6,6.3.5.7",0.0,0.0,SignalP-TM,,,,,0.0,0.0,0.0,0.0,[],1.0,1.051494865,0.999180726,0.858653046,1.0,1.132057748,1.084360714,0.894814461,
ZMO1_ZMO0784,ZMO1_ZMO0784,CP023715.1,783457.0,783747.0,-,glutamyl-tRNA(Gln) amidotransferase C subunit,"Translation, ribosomal structure and biogenesis",,Q5NPF2,map00970;map01100,"6.3.5.6,6.3.5.7",0.0,0.0,SignalP-TM,,,,,0.0,0.0,0.0,0.0,[],1.0,1.543150474,1.46527152,1.154465084,1.0,1.9159996,1.842662102,1.639239413,
ZMO1_ZMO0785,ZMO1_ZMO0785,CP023715.1,783981.0,784520.0,+,Holliday junction resolvase YqgF,"Replication, recombination and repair",,Q5NPF1,,,-1.960822187,-1.804247318,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.246389387,1.108126397,1.150567475,1.0,1.262206882,1.129237338,1.255142018,
ZMO1_ZMO0786,ZMO1_ZMO0786,CP023715.1,784724.0,785284.0,+,uncharacterized protein,Function unknown,"ZMO0940,ZMO1336,ZMO1412,ZMO1697",Q5NPF0,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.376323576,1.414713967,1.388342942,1.0,1.51455172,1.457387627,1.581379301,
ZMO1_ZMO0787,ZMO1_ZMO0787,CP023715.1,785342.0,786928.0,+,glucose-methanol-choline oxidoreductase,Amino acid transport and metabolism,"ZMO0940,ZMO1697,ZMO1787,ZMO1937",Q5NPE9,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,1.111817533,1.207435817,1.233931622,1.0,1.151547149,1.264903325,1.298233034,
ZMO1_ZMO0788,ZMO1_ZMO0788,CP023715.1,786941.0,788455.0,+,CccA and cytochrom C domain-containing protein,Energy production and conversion,,Q5NPE8,map00051,1.1.99.21,0.0,0.0,SignalP-TM,,,,,1.0,1.0,1.0,1.0,[],1.0,1.144033619,1.243018279,1.31093544,1.0,1.126165995,1.195951634,1.18832547,
ZMO1_ZMO0789,ZMO1_ZMO0789,CP023715.1,788773.0,791298.0,+,TonB-dependent receptor,Inorganic ion transport and metabolism,"ZMO0199,ZMO0373,ZMO0774,ZMO0781,ZMO0781,ZMO1206,ZMO1336,ZMO1412,ZMO1412,ZMO1574,ZMO1793",Q5NPE7,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,"['CosR_Campylobacter_jejuni', 'MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes']",,,,,,,,,
ZMO1_ZMO2054,ZMO1_ZMO2054,CP023715.1,791565.0,791903.0,+,hypothetical protein,No COG annotation,"ZMO0774,ZMO0781,ZMO0940,ZMO1206,ZMO1206,ZMO1336,ZMO1412,ZMO1793",,,,0.0,0.0,Pollen allergen Poa pI signature;SignalP-TM;SignalP-noTM,,,,,,,,,"['CosR_Campylobacter_jejuni', 'Fur_Helicobacter_pylori', 'NikR_Helicobacter_pylori']",,,,,,,,,['noise_3']
ZMO1_ZMO0791,ZMO1_ZMO0791,CP023715.1,792109.0,793068.0,+,aspartate carbamoyltransferase,Nucleotide transport and metabolism,,Q5NPE5,map00240;map00250;map01100,2.1.3.2,-2.248377711,-2.466178009,SignalP-TM;SignalP-noTM,,,,,1.06e-15,3.06e-16,1.29e-15,1.2e-15,"['CosR_Campylobacter_jejuni', 'Fur_Helicobacter_pylori', 'NikR_Helicobacter_pylori']",1.0,0.869738247,0.823499604,0.869721101,1.0,1.189019842,1.247891457,1.28365848,
ZMO1_ZMO0792,ZMO1_ZMO0792,CP023715.1,793065.0,794291.0,+,dihydroorotase,Nucleotide transport and metabolism,,Q5NPE4,map00240;map01100,3.5.2.3,-1.554611545,-2.007015106,SignalP-TM,,,,,0.0,0.0,1.62e-15,0.0,['RofA_Streptococcus_pyogenes'],1.0,0.919759174,0.870168755,0.921513313,1.0,0.912640164,0.944464881,1.025251206,
ZMO1_ZMO0793,ZMO1_ZMO0793,CP023715.1,794433.0,795023.0,+,uncharacterized protein,No COG annotation,,Q5NPE3,,,0.0,0.0,SignalP-TM,,,,,,,,,[],,,,,,,,,
ZMO1_ZMO0794,ZMO1_ZMO0794,CP023715.1,795070.0,797172.0,-,prolyl oligopeptidase,Amino acid transport and metabolism,"ZMO0203,ZMO1697",Q5NPE2,map04614,3.4.21.26,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.761379676,0.631566876,0.414570333,1.0,0.704721112,0.560382868,0.458294543,['membrane_cobalmin']
ZMO1_ZMO0795,ZMO1_ZMO0795,CP023715.1,797231.0,799468.0,-,TonB-dependent receptor plug domain,Inorganic ion transport and metabolism,"ZMO0373,ZMO1235",Q5NPE1,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes', 'Zur_Corynebacterium_glutamicum']",,,,,,,,,['plasmid_unknown_1']
ZMO1_ZMO0796,ZMO1_ZMO0796,CP023715.1,799561.0,799725.0,-,hypothetical protein,No COG annotation,"ZMO0203,ZMO1206,ZMO1235,ZMO1412,ZMO1793",,,,0.0,0.0,SignalP-TM,,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori', 'RofA_Streptococcus_pyogenes']",,,,,,,,,['SG_5']
ZMO1_ZMO0797,ZMO1_ZMO0797,CP023715.1,799981.0,800766.0,-,short-chain dehydrogenase/reductase SDR,Lipid transport and metabolism,"ZMO0373,ZMO0940,ZMO1697,ZMO1787",Q5NPD9,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,['CosR_Campylobacter_jejuni'],1.0,1.016258006,0.925414239,0.934297981,1.0,0.940466362,0.853496739,0.923611166,['noise_4']
ZMO1_ZMO0798,ZMO1_ZMO0798,CP023715.1,800994.0,802409.0,-,NodT family RND efflux system outer membrane lipoprotein,Cell wall/membrane/envelope biogenesis,ZMO1787,Q5NPD8,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.081888659,1.16211288,1.294536709,1.0,0.98115918,1.068033106,1.192520984,"['noise_4', 'noise_5', 'tetR_family_KO_1']"
ZMO1_ZMO0799,ZMO1_ZMO0799,CP023715.1,802409.0,803536.0,-,ABC-2 type transporter,Defense mechanisms,"ZMO0373,ZMO1697,ZMO1787",Q5NPD7,,,0.0,0.0,SignalP-TM,,,,,,,,,[],,,,,,,,,"['noise_4', 'tetR_family_KO_1']"
ZMO1_ZMO0800,ZMO1_ZMO0800,CP023715.1,803540.0,806308.0,-,ABC transporter related protein,Carbohydrate transport and metabolism,"ZMO0940,ZMO1336,ZMO1697",Q5NPD6,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],1.0,1.062024247,1.205534634,1.369788626,1.0,0.979183465,0.987469483,1.16381286,"['noise_4', 'tetR_family_KO_1']"
ZMO1_ZMO0801,ZMO1_ZMO0801,CP023715.1,806313.0,807359.0,-,secretion protein HlyD family protein,Defense mechanisms,"ZMO0781,ZMO1121,ZMO1206,ZMO1336,ZMO1412,ZMO1793",Q5NPD5,,,0.0,0.0,"C-terminal region of a signal peptide.;Hydrophobic region of a signal peptide.;N-terminal region of a signal peptide.;Region of a membrane-bound protein predicted to be outside the membrane, in the extracellular region.;Signal peptide region;SignalP-TM;SignalP-noTM",,,,,,,,,"['MogR_Listeria_monocytogenes', 'NikR_Helicobacter_pylori']",1.0,1.051936554,1.214295937,1.372443533,1.0,0.926117,1.088717685,1.109712141,"['noise_4', 'tetR_family_KO_1']"
ZMO1_ZMO2055,ZMO1_ZMO2055,CP023715.1,807506.0,807703.0,-,hypothetical protein,No COG annotation,,,,,0.0,0.0,SignalP-TM;SignalP-noTM,,,,,,,,,[],,,,,,,,,
ZMO1_ZMO0803,ZMO1_ZMO0803,CP023715.1,807782.0,809416.0,-,sporulation domain protein,"Intracellular trafficking, secretion, and vesicular transport",ZMO1697,Q5NPD3,,,0.0,0.0,SignalP-TM,,,,,,,,,[],1.0,0.897810072,0.677443422,0.293001172,1.0,0.780908387,0.643657919,0.345967545,
ZMO1_ZMO0804,ZMO1_ZMO0804,CP023715.1,809549.0,810487.0,-,N-acetyl-gamma-glutamyl-phosphate reductase,Amino acid transport and metabolism,,Q5NPD2,map00220;map01100;map01110;map01130;map01210;map01230,1.2.1.38,-2.744021968,-4.072240309,,,,,,1.0,1.0,1.0,1.0,[],1.0,1.271031601,1.15025837,1.002942882,1.0,1.307705118,1.15742462,0.969459896,
