From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Annotation
zmo:ZMO0523	Q5NQ58	reviewed	RL16_ZYMMO	Large ribosomal subunit protein uL16 (50S ribosomal protein L16)	rplP ZMO0523	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	143	2.0
zmo:ZMO0524	Q5NQ57	reviewed	RL29_ZYMMO	Large ribosomal subunit protein uL29 (50S ribosomal protein L29)	rpmC ZMO0524	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	67	2.0
zmo:ZMO0525	Q5NQ56	reviewed	RS17_ZYMMO	Small ribosomal subunit protein uS17 (30S ribosomal protein S17)	rpsQ ZMO0525	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	83	2.0
zmo:ZMO0526	Q5NQ55	reviewed	RL14_ZYMMO	Large ribosomal subunit protein uL14 (50S ribosomal protein L14)	rplN ZMO0526	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	123	2.0
zmo:ZMO0527	Q5NQ54	reviewed	RL24_ZYMMO	Large ribosomal subunit protein uL24 (50S ribosomal protein L24)	rplX ZMO0527	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	105	2.0
zmo:ZMO0528	Q5NQ53	reviewed	RL5_ZYMMO	Large ribosomal subunit protein uL5 (50S ribosomal protein L5)	rplE ZMO0528	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	192	2.0
zmo:ZMO0529	Q5NQ52	reviewed	RS14_ZYMMO	Small ribosomal subunit protein uS14 (30S ribosomal protein S14)	rpsN ZMO0529	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	101	2.0
zmo:ZMO0530	Q5NQ51	reviewed	RS8_ZYMMO	Small ribosomal subunit protein uS8 (30S ribosomal protein S8)	rpsH ZMO0530	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	131	2.0
zmo:ZMO0531	Q5NQ50	reviewed	RL6_ZYMMO	Large ribosomal subunit protein uL6 (50S ribosomal protein L6)	rplF ZMO0531	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	177	2.0
zmo:ZMO0532	Q5NQ49	reviewed	RL18_ZYMMO	Large ribosomal subunit protein uL18 (50S ribosomal protein L18)	rplR ZMO0532	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	118	2.0
zmo:ZMO0533	Q5NQ48	reviewed	RS5_ZYMMO	Small ribosomal subunit protein uS5 (30S ribosomal protein S5)	rpsE ZMO0533	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	233	3.0
zmo:ZMO0534	Q5NQ47	reviewed	RL30_ZYMMO	Large ribosomal subunit protein uL30 (50S ribosomal protein L30)	rpmD ZMO0534	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	58	2.0
zmo:ZMO0536	Q5NQ45	reviewed	RL15_ZYMMO	Large ribosomal subunit protein uL15 (50S ribosomal protein L15)	rplO ZMO0536	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	163	2.0
zmo:ZMO0537	Q5NQ44	unreviewed	Q5NQ44_ZYMMO	Protein translocase subunit SecY	secY ZMO0537	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	462	2.0
zmo:ZMO0538	Q5NQ43	reviewed	KAD_ZYMMO	Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)	adk ZMO0538	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	223	3.0
zmo:ZMO0539	Q5NQ42	reviewed	RS13_ZYMMO	Small ribosomal subunit protein uS13 (30S ribosomal protein S13)	rpsM ZMO0539	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	122	2.0
zmo:ZMO0540	Q5NQ41	reviewed	RS11_ZYMMO	Small ribosomal subunit protein uS11 (30S ribosomal protein S11)	rpsK ZMO0540	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	129	2.0
zmo:ZMO0541	Q5NQ40	reviewed	RPOA_ZYMMO	DNA-directed RNA polymerase subunit alpha (RNAP subunit alpha) (EC 2.7.7.6) (RNA polymerase subunit alpha) (Transcriptase subunit alpha)	rpoA ZMO0541	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	353	4.0
zmo:ZMO0542	Q5NQ39	reviewed	RL17_ZYMMO	Large ribosomal subunit protein bL17 (50S ribosomal protein L17)	rplQ ZMO0542	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	140	2.0
zmo:ZMO0543	Q5NQ38	unreviewed	Q5NQ38_ZYMMO	Aconitate hydratase A (EC 4.2.1.3) (Citrate hydro-lyase) (Iron-responsive protein-like) (RNA-binding protein)	ZMO0543	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	756	2.0
zmo:ZMO0544	Q5NQ37	unreviewed	Q5NQ37_ZYMMO	Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	ZMO0544	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	420	3.0
zmo:ZMO0545	Q5NQ36	reviewed	TRPC_ZYMMO	Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48)	trpC ZMO0545	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	264	2.0
zmo:ZMO0546	Q5NQ35	unreviewed	Q5NQ35_ZYMMO	Sulphate transporter	ZMO0546	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	480	1.0
zmo:ZMO0547	Q5NQ34	unreviewed	Q5NQ34_ZYMMO	Chloride channel core	ZMO0547	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	496	1.0
zmo:ZMO0548	Q5NQ33	unreviewed	Q5NQ33_ZYMMO	histidine kinase (EC 2.7.13.3)	ZMO0548	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	337	2.0
zmo:ZMO0549	Q5NQ32	reviewed	PNP_ZYMMO	Polyribonucleotide nucleotidyltransferase (EC 2.7.7.8) (Polynucleotide phosphorylase) (PNPase)	pnp ZMO0549	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	748	3.0
zmo:ZMO0550	Q5NQ31	reviewed	RS15_ZYMMO	Small ribosomal subunit protein uS15 (30S ribosomal protein S15)	rpsO ZMO0550	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	89	2.0
zmo:ZMO0551	Q5NQ30	reviewed	TRUB_ZYMMO	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	truB ZMO0551	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	303	2.0
zmo:ZMO0552	Q5NQ29	reviewed	KITH_ZYMMO	Thymidine kinase (EC 2.7.1.21)	tdk ZMO0552	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	193	3.0
zmo:ZMO0553	Q5NQ28	reviewed	RBFA_ZYMMO	Ribosome-binding factor A	rbfA ZMO0553	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	141	2.0
zmo:ZMO0554	Q5NQ27	reviewed	IF2_ZYMMO	Translation initiation factor IF-2	infB ZMO0554	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	989	2.0
zmo:ZMO0555	Q5NQ26	unreviewed	Q5NQ26_ZYMMO	YlxR domain-containing protein	ZMO0555	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	244	1.0
zmo:ZMO0556	Q5NQ25	unreviewed	Q5NQ25_ZYMMO	Transcription termination/antitermination protein NusA	nusA ZMO0556	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	538	2.0
zmo:ZMO0557	Q5NQ24	reviewed	RIMP_ZYMMO	Ribosome maturation factor RimP	rimP ZMO0557	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	184	2.0
zmo:ZMO0558	Q5NQ23	unreviewed	Q5NQ23_ZYMMO	Glucose sorbosone dehydrogenase	ZMO0558	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	418	1.0
zmo:ZMO0559	Q5NQ22	unreviewed	Q5NQ22_ZYMMO	ATPase	ZMO0559	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	275	1.0
zmo:ZMO0560	Q5NQ21	unreviewed	Q5NQ21_ZYMMO	Aminotransferase class I and II	ZMO0560	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	382	1.0
zmo:ZMO0561	Q5NQ20	unreviewed	Q5NQ20_ZYMMO	TonB-dependent receptor plug	ZMO0561	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	805	1.0
zmo:ZMO0562	Q5NQ19	unreviewed	Q5NQ19_ZYMMO	Aminotransferase class I and II	ZMO0562	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	385	1.0
zmo:ZMO0563	Q5NQ18	unreviewed	Q5NQ18_ZYMMO	chorismate mutase (EC 5.4.99.5)	ZMO0563	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	100	1.0
zmo:ZMO0564	Q5NQ17	unreviewed	Q5NQ17_ZYMMO	Polyprenyl synthetase	ZMO0564	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	337	1.0
zmo:ZMO0565	Q5NQ16	unreviewed	Q5NQ16_ZYMMO	ATP-dependent helicase HrpB	ZMO0565	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	837	1.0
zmo:ZMO0566	Q5NQ15	unreviewed	Q5NQ15_ZYMMO	Major facilitator superfamily MFS_1	ZMO0566	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	417	1.0
zmo:ZMO0567	Q5NQ14	unreviewed	Q5NQ14_ZYMMO	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucD ZMO0567	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	294	3.0
zmo:ZMO0568	Q5NQ13	unreviewed	Q5NQ13_ZYMMO	Succinate dehydrogenase hydrophobic membrane anchor subunit	ZMO0568	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	128	1.0
zmo:ZMO0569	Q5NQ12	unreviewed	Q5NQ12_ZYMMO	Succinate dehydrogenase, cytochrome b subunit	ZMO0569	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	141	1.0
zmo:ZMO0570	Q5NQ11	unreviewed	Q5NQ11_ZYMMO	Ribosomal protein L11 methyltransferase (L11 Mtase) (EC 2.1.1.-)	prmA ZMO0570	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	325	2.0
zmo:ZMO0571	Q5NQ10	unreviewed	Q5NQ10_ZYMMO	Binding-protein-dependent transport systems inner membrane component	ZMO0571	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	584	1.0
zmo:ZMO0572	Q5NQ09	unreviewed	Q5NQ09_ZYMMO	ABC transporter, conserved site	ZMO0572	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	439	1.0
zmo:ZMO0573	Q5NQ08	unreviewed	Q5NQ08_ZYMMO	Glutaredoxin, GrxB family	ZMO0573	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	215	1.0
zmo:ZMO0574	Q5NQ07	unreviewed	Q5NQ07_ZYMMO	DNA 3'-5' helicase (EC 5.6.2.4) (DNA 3'-5' helicase II)	ZMO0574	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	768	3.0
zmo:ZMO0575	Q5NQ06	unreviewed	Q5NQ06_ZYMMO	Methyltransferase	ZMO0575	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	183	1.0
zmo:ZMO0576	Q5NQ05	unreviewed	Q5NQ05_ZYMMO	Pseudouridine synthase (EC 5.4.99.-)	ZMO0576	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	510	2.0
zmo:ZMO0578	Q5NQ03	unreviewed	Q5NQ03_ZYMMO	Sodium:dicarboxylate symporter	ZMO0578	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	422	1.0
zmo:ZMO0581	Q5NQ00	unreviewed	Q5NQ00_ZYMMO	Major facilitator superfamily MFS_1	ZMO0581	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	434	1.0
zmo:ZMO0582	Q5NPZ9	unreviewed	Q5NPZ9_ZYMMO	FolC bifunctional protein (EC 6.3.2.17)	ZMO0582	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	443	1.0
zmo:ZMO0583	Q5NPZ8	unreviewed	Q5NPZ8_ZYMMO	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15)	accD ZMO0583	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	284	3.0
zmo:ZMO0584	Q5NPZ7	reviewed	TRPA_ZYMMO	Tryptophan synthase alpha chain (EC 4.2.1.20)	trpA ZMO0584	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	274	2.0
zmo:ZMO0585	Q5NPZ6	unreviewed	Q5NPZ6_ZYMMO	Tryptophan synthase beta chain (EC 4.2.1.20)	trpB ZMO0585	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	408	2.0
zmo:ZMO0586	Q5NPZ5	reviewed	TRPF_ZYMMO	N-(5'-phosphoribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)	trpF ZMO0586	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	211	2.0
zmo:ZMO0587	Q5NPZ4	unreviewed	Q5NPZ4_ZYMMO	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)	ZMO0587	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	236	2.0
zmo:ZMO0588	Q5NPZ3	unreviewed	Q5NPZ3_ZYMMO	Lipopolysaccharide assembly protein A domain-containing protein	ZMO0588	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	104	1.0
zmo:ZMO0589	Q5NPZ2	unreviewed	Q5NPZ2_ZYMMO	DNA repair protein RadA	radA ZMO0589	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	455	3.0
zmo:ZMO0590	Q5NPZ1	unreviewed	Q5NPZ1_ZYMMO	Colicin V production protein	ZMO0590	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	241	1.0
zmo:ZMO0591	Q5NPZ0	unreviewed	Q5NPZ0_ZYMMO	NifU-like involved in Fe-S cluster formation	ZMO0591	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	149	1.0
zmo:ZMO0592	Q5NPY9	unreviewed	Q5NPY9_ZYMMO	DUF423 domain-containing protein	ZMO0592	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	124	1.0
zmo:ZMO0593	Q5NPY8	reviewed	AROB_ZYMMO	3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)	aroB ZMO0593	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	379	3.0
zmo:ZMO0594	Q5NPY7	reviewed	AROK_ZYMMO	Shikimate kinase (SK) (EC 2.7.1.71)	aroK ZMO0594	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	176	2.0
zmo:ZMO0597	Q5NPY4	unreviewed	Q5NPY4_ZYMMO	Uncharacterized protein	ZMO0597	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	551	1.0
zmo:ZMO0598	Q5NPY3	unreviewed	Q5NPY3_ZYMMO	Integrase family protein	ZMO0598	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	307	1.0
zmo:ZMO0599	Q5NPY2	reviewed	ACCA_ZYMMO	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	accA ZMO0599	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	313	3.0
zmo:ZMO0601	Q5NPY0	unreviewed	Q5NPY0_ZYMMO	histidine kinase (EC 2.7.13.3)	ZMO0601	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	811	2.0
zmo:ZMO0602	Q5NPX9	unreviewed	Q5NPX9_ZYMMO	OmpA/MotB domain protein	ZMO0602	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	326	1.0
zmo:ZMO0603	Q5NPX8	unreviewed	Q5NPX8_ZYMMO	Flagellar motor protein MotA	ZMO0603	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	287	1.0
zmo:ZMO0604	Q5NPX7	unreviewed	Q5NPX7_ZYMMO	Flagellin domain protein	ZMO0604	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	285	1.0
zmo:ZMO0605	Q5NPX6	unreviewed	Q5NPX6_ZYMMO	Flagellar hook-associated protein 1	ZMO0605	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	458	2.0
zmo:ZMO0606	Q5NPX5	unreviewed	Q5NPX5_ZYMMO	Flagellar protein FlgJ N-terminal domain-containing protein	ZMO0606	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	130	1.0
zmo:ZMO0607	Q9Z5T9	reviewed	FLGI_ZYMMO	Flagellar P-ring protein (Basal body P-ring protein)	flgI ZMO0607	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	388	2.0
zmo:ZMO0608	Q9Z5T8	reviewed	FLGH_ZYMMO	Flagellar L-ring protein (Basal body L-ring protein)	flgH ZMO0608	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	228	2.0
zmo:ZMO0609	H2VFL7	unreviewed	H2VFL7_ZYMMO	Flagellar basal-body rod protein FlgG (Distal rod protein)	ZMO0609	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	263	1.0
zmo:ZMO0610	Q5NPX1	unreviewed	Q5NPX1_ZYMMO	Flagellar basal-body rod protein FlgF	ZMO0610	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	249	1.0
zmo:ZMO0611	Q5NPX0	unreviewed	Q5NPX0_ZYMMO	Flagellar hook protein FlgE	ZMO0611	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	411	2.0
zmo:ZMO0612	Q5NPW9	unreviewed	Q5NPW9_ZYMMO	Basal-body rod modification protein FlgD	ZMO0612	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	230	1.0
zmo:ZMO0613	H2VFP7	unreviewed	H2VFP7_ZYMMO	Flagellar basal-body rod protein FlgC	ZMO0613	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	134	1.0
zmo:ZMO0614	H2VFS4	unreviewed	H2VFS4_ZYMMO	Flagellar basal body rod protein FlgB	ZMO0614	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	117	2.0
zmo:ZMO0616	Q5NPW5	unreviewed	Q5NPW5_ZYMMO	MotA/TolQ/ExbB proton channel	ZMO0616	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	231	1.0
zmo:ZMO0617	D2YW24	unreviewed	D2YW24_ZYMMO	OmpA-like domain-containing protein	ZMO0617	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	218	1.0
zmo:ZMO0619	H2VFS8	unreviewed	H2VFS8_ZYMMO	Flagella basal body P-ring formation protein FlgA	ZMO0619	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	188	2.0
zmo:ZMO0621	Q5NPW0	unreviewed	Q5NPW0_ZYMMO	Negative regulator of flagellin synthesis (Anti-sigma-28 factor)	ZMO0621	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	144	2.0
zmo:ZMO0624	Q3V8G4	unreviewed	Q3V8G4_ZYMMO	Flagellar biosynthesis protein FlhA	flhA ZMO0624	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	707	2.0
zmo:ZMO0625	H2VFM8	unreviewed	H2VFM8_ZYMMO	Cobyrinic acid ac-diamide synthase	ZMO0625	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	273	1.0
zmo:ZMO0626	Q5NPV6	unreviewed	Q5NPV6_ZYMMO	RNA polymerase, sigma 28 subunit, FliA/WhiG	ZMO0626	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	247	1.0
zmo:ZMO0627	H2VFR0	unreviewed	H2VFR0_ZYMMO	Uncharacterized protein	ZMO0627	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	228	1.0
zmo:ZMO0628	H2VFR2	unreviewed	H2VFR2_ZYMMO	Glycosyl transferase family 2	ZMO0628	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	208	1.0
zmo:ZMO0629	Q5NPV3	unreviewed	Q5NPV3_ZYMMO	Flagellin	ZMO0629	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	278	2.0
zmo:ZMO0631	Q5NPV1	unreviewed	Q5NPV1_ZYMMO	Sigma54 specific transcriptional regulator, Fis family	ZMO0631	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	441	1.0
zmo:ZMO0632	D2YW31	unreviewed	D2YW31_ZYMMO	Flagellar hook-basal body complex protein FliE	fliE ZMO0632	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	124	2.0
zmo:ZMO0634	Q5NPU8	unreviewed	Q5NPU8_ZYMMO	Flagellar M-ring protein FliF	ZMO0634	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	619	2.0
zmo:ZMO0635	Q5NPU7	unreviewed	Q5NPU7_ZYMMO	Flagellar motor switch protein FliG	ZMO0635	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	344	2.0
zmo:ZMO0636	Q3V8G3	unreviewed	Q3V8G3_ZYMMO	Flagellar assembly protein FliH	ZMO0636	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	253	1.0
zmo:ZMO0637	Q5NPU6	unreviewed	Q5NPU6_ZYMMO	Flagellum-specific ATP synthase (EC 7.1.2.2)	ZMO0637	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	443	2.0
zmo:ZMO0638	Q5NPU5	unreviewed	Q5NPU5_ZYMMO	Uncharacterized protein	ZMO0638	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	141	1.0
zmo:ZMO0642	Q5NPU1	unreviewed	Q5NPU1_ZYMMO	Flagellar protein FliL	ZMO0642	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	189	2.0
zmo:ZMO0643	Q5NPU0	unreviewed	Q5NPU0_ZYMMO	Flagellar motor switch protein FliM	ZMO0643	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	332	2.0
zmo:ZMO0644	Q5NPT9	unreviewed	Q5NPT9_ZYMMO	Flagellar motor switch protein FliN	ZMO0644	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	103	2.0
zmo:ZMO0646	Q5NPT7	unreviewed	Q5NPT7_ZYMMO	Flagellar protein	ZMO0646	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	103	2.0
zmo:ZMO0647	Q5NPT6	unreviewed	Q5NPT6_ZYMMO	Flagellar biosynthetic protein FliP	fliP ZMO0647	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	316	2.0
zmo:ZMO0648	Q3V8G2	unreviewed	Q3V8G2_ZYMMO	Export protein FliQ family 3	ZMO0648	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	91	1.0
zmo:ZMO0649	Q3V8G1	unreviewed	Q3V8G1_ZYMMO	Flagellar biosynthetic protein FliR	ZMO0649	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	265	2.0
zmo:ZMO0650	Q3V8G0	unreviewed	Q3V8G0_ZYMMO	Type III secretion exporter	ZMO0650	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	380	1.0
zmo:ZMO0651	Q5NPT5	unreviewed	Q5NPT5_ZYMMO	Flagellar hook-associated protein 2 (HAP2) (Flagellar cap protein)	ZMO0651	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	564	2.0
zmo:ZMO0652	Q5NPT4	unreviewed	Q5NPT4_ZYMMO	Flagellar secretion chaperone FliS	ZMO0652	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	129	1.0
zmo:ZMO0653	Q5NPT3	unreviewed	Q5NPT3_ZYMMO	PurR-regulated permease PerM	ZMO0653	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	352	1.0
zmo:ZMO0654	Q5NPT2	unreviewed	Q5NPT2_ZYMMO	Chitooligosaccharide deacetylase (Nodulation protein B)	ZMO0654	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	1126	2.0
zmo:ZMO0655	Q5NPT1	unreviewed	Q5NPT1_ZYMMO	adenosine deaminase (EC 3.5.4.4)	ZMO0655	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	526	2.0
zmo:ZMO0656	Q5NPT0	unreviewed	Q5NPT0_ZYMMO	Phosphoribosyltransferase	ZMO0656	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	173	1.0
zmo:ZMO0657	Q5NPS9	unreviewed	Q5NPS9_ZYMMO	Arginine/ornithine succinyltransferase subunit (EC 2.3.1.109)	ZMO0657	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	342	1.0
zmo:ZMO0658	Q5NPS8	unreviewed	Q5NPS8_ZYMMO	Peptidase M20	ZMO0658	Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4)	404	1.0
